ville;latitude;longitude
Montsecret Clairefougere;48.800328926;-0.679069181
Mortagne Au Perche;48.520654612;0.560948656
Mortree;48.626608437;0.072085743
La Motte Fouquet;48.566935115;-0.269177451
Moulins Sur Orne;48.753698042;-0.066333959
Neauphe Sous Essai;48.563537837;0.194528233
Neuilly Le Bisson;48.504776065;0.219406783
Perche En Noce;48.367203478;0.687703064
Le Pin Au Haras;48.746930833;0.137366498
Le Pin La Garenne;48.444702657;0.545044265
Pouvrai;48.279896751;0.519626978
Putanges Le Lac;48.772719718;-0.29199784
Ecouves;48.512173917;0.104490937
Rai;48.755940813;0.562446605
Reveillon;48.481045286;0.562646263
Valambray;49.08254151;-0.182247724
St Aubin D Appenai;48.541627701;0.338376964
Amaye Sur Orne;49.091205048;-0.434631233
St Christophe De Chaulieu;48.74203829;-0.832427782
Amfreville;49.250289443;-0.242084641
Boischampre;48.672330657;0.007804396
Les Monts D Aunay;48.983651591;-0.6426326960000001
St Fulgent Des Ormes;48.320404026;0.453190147
Barbery;49.014526544;-0.345039875
St Georges Des Groseillers;48.767557738;-0.568611897
Barneville La Bertran;49.390760585;0.181226853
St Germain De Clairefeuille;48.725764283;0.240970998
Baron Sur Odon;49.128579809;-0.482012808
St Gervais Des Sablons;48.901395479;0.073130203
Bavent;49.22635274;-0.182748048
St Gilles Des Marais;48.585282184;-0.6987156840000001
Bellengreville;49.120550354;-0.232548052
St Julien Sur Sarthe;48.489756379;0.373615844
Benouville;49.244010931;-0.288002622
St Lambert Sur Dive;48.830427051;0.091495751
Souleuvre En Bocage;48.955220773;-0.8514765470000001
St Leonard Des Parcs;48.64714085;0.278063774
Souleuvre En Bocage;48.955220773;-0.8514765470000001
Ste Marie La Robert;48.626336459;-0.143615906
Souleuvre En Bocage;48.955220773;-0.8514765470000001
St Mars D Egrenne;48.551106648;-0.7336561620000001
Souleuvre En Bocage;48.955220773;-0.8514765470000001
St Martin D Ecublei;48.79500966;0.6693624880000001
Souleuvre En Bocage;48.955220773;-0.8514765470000001
St Martin Des Pezerits;48.627043448;0.488399062
Souleuvre En Bocage;48.955220773;-0.8514765470000001
St Martin Du Vieux Belleme;48.372207643;0.5463524470000001
Souleuvre En Bocage;48.955220773;-0.8514765470000001
Ste Opportune;48.736406563;-0.41073078
Souleuvre En Bocage;48.955220773;-0.8514765470000001
St Ouen Le Brisoult;48.508836911;-0.35116407
Bernieres Sur Mer;49.320039005;-0.418205469
St Ouen Sur Iton;48.735956432;0.671014278
Blangy Le Chateau;49.246759296;0.283315717
St Patrice Du Desert;48.534295957;-0.285482458
Blay;49.280004071;-0.835933127
St Pierre D Entremont;48.812243607;-0.6509034810000001
Bonnemaison;49.003577061;-0.585026158
Les Monts D Andaine;48.61227332;-0.421304345
Bourgeauville;49.268745576;0.05777862
La Selle La Forge;48.735206946;-0.5342848560000001
Thue Et Mue;49.197247401;-0.5372410590000001
Soligny La Trappe;48.627071755;0.548620477
Thue Et Mue;49.197247401;-0.5372410590000001
Bagnoles De L Orne Normandie;48.566845776;-0.420728046
Breville Les Monts;49.235992028;-0.221556733
Val Au Perche;48.281680764;0.700116186
Le Bu Sur Rouvres;49.031690535;-0.176940358
Ticheville;48.90826346;0.258521325
Caen;49.184977638;-0.369888818
Tinchebray Bocage;48.733343387;-0.7303394190000001
Cahagnes;49.067262652;-0.7628174120000001
Tinchebray Bocage;48.733343387;-0.7303394190000001
La Caine;49.035846044;-0.515650476
Tournai Sur Dive;48.810535716;0.043847041
Cambes En Plaine;49.231724363;-0.383875216
Tourouvre Au Perche;48.60285313;0.6342604660000001
Cambremer;49.14566256;0.050954969
La Trinite Des Laitiers;48.801704293;0.379698509
Cambremer;49.14566256;0.050954969
Verrieres;48.394267718;0.751374133
Cambremer;49.14566256;0.050954969
Vieux Pont;48.6500344;-0.151593124
Campigny;49.249638852;-0.8009791220000001
Cardonville;49.346236114;-1.05408047
Carpiquet;49.186715691;-0.451258292
Caumont Sur Aure;49.105667329;-0.797146101
Caumont Sur Aure;49.105667329;-0.797146101
Cesny Aux Vignes;49.086251809;-0.120771611
Cesny Les Sources;48.969938445;-0.369880492
Cintheaux;49.065919847;-0.283594305
Clecy;48.903094444;-0.493860255
Colleville Montgomery;49.274631102;-0.301269592
Colombelles;49.198606479;-0.295182615
Colombieres;49.303266646;-0.988131637
Combray;48.946235628;-0.445280403
Conde En Normandie;48.886398038;-0.54847721
Conde En Normandie;48.886398038;-0.54847721
Cordebugle;49.113250859;0.379575944
Cordey;48.852171529;-0.222815678
Cresserons;49.288085546;-0.353626429
Cussy;49.283743888;-0.7621347620000001
Douville En Auge;49.26380076;-0.021261908
Drubec;49.249896953;0.104870915
Equemauville;49.403429432;0.209794082
Esquay Sur Seulles;49.269295743;-0.6003268460000001
Fontaine Etoupefour;49.138024506;-0.453853188
Fontaine Le Pin;48.975234471;-0.291091565
Fontenay Le Marmion;49.08664404;-0.34367235
Formigny La Bataille;49.336389977;-0.915703708
Formigny La Bataille;49.336389977;-0.915703708
Fresne La Mere;48.887791168;-0.125177841
Gefosse Fontenay;49.361588754;-1.085443156
Gonneville Sur Mer;49.289220014;-0.035914656
Herouville St Clair;49.207183847;-0.33085279
Honfleur;49.412728454;0.238229008
Hotot En Auge;49.177680272;-0.076135638
Hottot Les Bagues;49.146142485;-0.6536862840000001
Houlgate;49.297657483;-0.067157073
Jort;48.973473576;-0.074294816
Dialan Sur Chaine;49.002500487;-0.741813697
Laize Clinchamps;49.08233605;-0.399336745
Landelles Et Coupigny;48.898348768;-1.002455877
Lessard Et Le Chene;49.070497892;0.130654176
Lingevres;49.173681186;-0.6746933350000001
Lisores;48.956289619;0.211771303
Litteau;49.153089909;-0.911040115
Livarot Pays D Auge;49.003429234;0.227044066
Livarot Pays D Auge;49.003429234;0.227044066
Livarot Pays D Auge;49.003429234;0.227044066
Magny En Bessin;49.311587831;-0.666353462
Le Manoir;49.289635552;-0.600576593
Manvieux;49.337714992;-0.6584097990000001
Marolles;49.137711057;0.368388104
Mathieu;49.256313181;-0.366591533
Meslay;48.954063858;-0.393368116
Le Mesnil Au Grain;49.046439036;-0.606346265
Mezidon Vallee D Auge;49.079180711;-0.01142351
Monfreville;49.312411155;-1.034465153
Monts En Bessin;49.122000407;-0.6100823320000001
Mouen;49.149860066;-0.488289347
Les Moutiers En Auge;48.898505573;0.008030971
Les Moutiers En Cinglais;49.022969582;-0.437197063
Norolles;49.202566314;0.236500477
Norrey En Auge;48.913747678;-0.015097612
Val D Arry;49.11352574;-0.56798906
Olendon;48.968738969;-0.172855548
Ouilly Du Houley;49.16573927;0.340516622
Le Pin;49.214316699;0.336572642
La Pommeraye;48.909462559;-0.415212362
Pontecoulant;48.890649591;-0.58304406
Pont L Eveque;49.289158872;0.185053072
Rapilly;48.857685225;-0.34298656
La Roque Baignard;49.177998435;0.091504073
Rots;49.219424845;-0.486298205
Rouvres;49.004010901;-0.186668357
St Andre Sur Orne;49.124703622;-0.388351151
St Gatien Des Bois;49.35080825;0.186758523
Aure Sur Mer;49.337925344;-0.813852619
St Jean De Livet;49.09344355;0.241584646
St Jouin;49.21764606;-0.013187611
St Leger Dubosq;49.23017788;-0.014554116
St Louet Sur Seulles;49.096671566;-0.6775616210000001
St Manvieu Norrey;49.186678399;-0.5006141430000001
St Martin De Blagny;49.249014862;-0.943554227
St Omer;48.92839458;-0.44341737
St Paul Du Vernay;49.196425108;-0.756840422
St Pierre Du Jonquet;49.16578407;-0.139722817
St Pierre En Auge;48.993034616;0.026768383
St Pierre En Auge;48.993034616;0.026768383
St Pierre En Auge;48.993034616;0.026768383
St Pierre En Auge;48.993034616;0.026768383
Noues De Sienne;48.828129507;-1.030250703
St Vigor Le Grand;49.287945726;-0.676945821
Sallen;49.117740687;-0.861888665
Saonnet;49.271882965;-0.8811061950000001
Val De Drome;49.056295432;-0.838578365
Surrain;49.328371984;-0.85469055
Touffreville;49.199440678;-0.224676675
Tourville En Auge;49.320042541;0.195445608
Tracy Bocage;49.073568321;-0.6890343720000001
Troarn;49.192184515;-0.183572989
Montillieres Sur Orne;49.045111618;-0.479572776
Le Tronquay;49.227046012;-0.819661572
Urville;49.025210946;-0.29327037
Ussy;48.945940137;-0.289836432
Valdalliere;48.866851056;-0.7359479360000001
Valdalliere;48.866851056;-0.7359479360000001
Valdalliere;48.866851056;-0.7359479360000001
Vaucelles;49.28419096;-0.73549725
Vendeuvre;49.007029249;-0.082780145
Verson;49.163978046;-0.46263109
Ver Sur Mer;49.333765693;-0.528485285
Vicques;48.953515764;-0.074564306
Victot Pontfol;49.167891705;-0.009216872
Vieux Bourg;49.312432798;0.244790967
Vignats;48.85465162;-0.102766711
Villers Canivet;48.934077974;-0.261012927
Villy Bocage;49.104432465;-0.6413442970000001
Vire Normandie;48.818699137;-0.8732791830000001
Acquigny;49.164558704;1.176307129
Acquigny;49.164558704;1.176307129
Aizier;49.43028264;0.6261445330000001
Amfreville Sous Les Monts;49.30232703;1.267574638
Ande;49.227801894;1.244586862
Les Andelys;49.245633495;1.428332905
Le Val D Hazey;49.170308197;1.315259202
Authevernes;49.219144384;1.63344224
Les Authieux;48.898213311;1.23489684
Bailleul La Vallee;49.196580145;0.432379377
Mesnil En Ouche;48.984169237;0.663553111
Mesnil En Ouche;48.984169237;0.663553111
Mesnil En Ouche;48.984169237;0.663553111
Beaumont Le Roger;49.059418057;0.7540197550000001
Bemecourt;48.843322706;0.8484422880000001
Les Trois Lacs;49.216913483;1.333285694
Les Monts Du Roumois;49.27651548;0.835570424
Berville La Campagne;49.026401816;0.8935969690000001
Berville Sur Mer;49.432004743;0.356984305
Bezu St Eloi;49.304450739;1.683265455
Bois Anzeray;48.926456706;0.6917334940000001
Bois Arnault;48.816363058;0.74760306
Frenelles En Vexin;49.2889141;1.454549128
Bois Le Roi;48.861015686;1.341152066
Bois Normand Pres Lyre;48.900520521;0.693381946
Bonneville Aptot;49.259204909;0.751793145
Bosroumois;49.289300303;0.918875122
Les Bottereaux;48.8713079;0.676368454
Grand Bourgtheroulde;49.306375612;0.861932711
Bourneville Ste Croix;49.398763585;0.624705032
Bretigny;49.214816573;0.6630183310000001
Breuilpont;48.964877731;1.4398224160000002
Capelle Les Grands;49.04852617;0.471342475
Cauge;49.025064657;1.042467172
Champ Dolent;48.958306192;1.008754645
Chavigny Bailleul;48.87995466;1.196479373
Chennebrun;48.684119956;0.774925654
Marbois;48.88208544;0.965668297
Claville;49.048859001;1.018461505
Cormeilles;49.251793326;0.384226245
Le Cormier;48.984862349;1.296715213
Corneville La Fouquetiere;49.059472185;0.7025581940000001
Courteilles;48.738534013;1.000213188
Crasville;49.204825642;1.072277726
Croth;48.851090639;1.36831929
Mesnils Sur Iton;48.848498895;1.05233504
Dangu;49.26174012;1.6881567190000002
Doudeauville En Vexin;49.322857906;1.589618046
Droisy;48.797716447;1.125754215
Duranville;49.143175106;0.500001738
Vexin Sur Epte;49.180317892;1.58166927
Vexin Sur Epte;49.180317892;1.58166927
Vexin Sur Epte;49.180317892;1.58166927
Ecouis;49.306797174;1.430973556
Epaignes;49.273351014;0.454306003
Epreville En Lieuvin;49.205095621;0.537619195
Etreville;49.380160393;0.655173232
Eturqueraye;49.369218788;0.688277287
Faverolles La Campagne;49.019732206;0.927221011
Ferrieres Haut Clocher;49.020332356;0.987598152
La Ferriere Sur Risle;48.97812187;0.785966217
Le Fidelaire;48.943811855;0.802360355
Fontaine L Abbe;49.088249522;0.6879171590000001
La Foret Du Parc;48.927291;1.241203107
Foucrainville;48.927483092;1.319886492
Fouqueville;49.222385038;0.963255003
Le Perrey;49.390612805;0.5547812830000001
Le Perrey;49.390612805;0.5547812830000001
Franqueville;49.173391054;0.6859424930000001
Gaillon;49.158932793;1.346175179
Gisors;49.278861756;1.768430505
Giverville;49.191804945;0.5681253150000001
Goupil Othon;49.119523661;0.7756218810000001
Val D Orger;49.341356551;1.388564813
Grand Camp;49.043885168;0.53344891
Grosley Sur Risle;49.045435109;0.8050540740000001
Guiseniers;49.213881375;1.478179112
La Haye De Calleville;49.186865492;0.7763868930000001
La Haye Du Theil;49.238448743;0.875865073
Hennezis;49.190503666;1.456612737
Heudebouville;49.192430563;1.236824538
Heudreville En Lieuvin;49.193805819;0.504682641
La Heuniere;49.064612205;1.412654088
L Hosmes;48.789475809;1.032166873
Houetteville;49.129185565;1.090506929
Houlbec Cocherel;49.064064917;1.361066255
Houville En Vexin;49.300204273;1.357965674
Igoville;49.32317521;1.15073882
Incarville;49.251811858;1.154084905
Ivry La Bataille;48.886226343;1.446902465
Jouy Sur Eure;49.049121264;1.291213773
Lery;49.287441332;1.195356246
Louversey;48.990772264;0.915609501
La Madeleine De Nonancourt;48.790211487;1.217757113
Mandres;48.753118783;0.8513542740000001
Manneville La Raoult;49.368776468;0.327804891
Le Mesnil Fuguet;49.072937323;1.113196341
Montfort Sur Risle;49.294858394;0.670518096
Montreuil L Argille;48.93944599;0.467972935
Nassandres Sur Risle;49.14237939;0.714290167
Neaufles St Martin;49.277555872;1.726408944
Neaufles Auvergny;48.874702476;0.744632052
Neaufles Auvergny;48.874702476;0.744632052
La Neuve Grange;49.360228929;1.557904416
La Neuville Du Bosc;49.194245843;0.8151024060000001
La Noe Poulain;49.270671481;0.5193921730000001
Nojeon En Vexin;49.329206223;1.556627153
Le Val Dore;48.946632777;0.99214952
Parville;49.031916036;1.092381046
Plainville;49.079093144;0.49990476
Pont Audemer;49.345765639;0.521086602
Pont Audemer;49.345765639;0.521086602
Pont De L Arche;49.291189548;1.143921981
Porte De Seine;49.26369909;1.260889187
Poses;49.299762821;1.240762804
La Poterie Mathieu;49.252579444;0.521728839
Alizay;49.322053211;1.178381905
Prey;48.957980233;1.219531268
Amfreville St Amand;49.218698918;0.926176229
Puchay;49.354242314;1.52594943
Armentieres Sur Avre;48.681008472;0.806912045
Pullay;48.727919325;0.8641970080000001
Arnieres Sur Iton;48.991596387;1.085324651
La Pyle;49.199891122;0.89723084
Autheuil Authouillet;49.100727136;1.295009631
Quatremare;49.184045862;1.080759138
Autheuil Authouillet;49.100727136;1.295009631
Quillebeuf Sur Seine;49.470284163;0.5019032999999999
Aviron;49.056583825;1.11951494
Rougemontiers;49.358195774;0.7239492310000001
Chambois;48.903700929;1.150740819
Rouvray;49.066112927;1.339836512
Bacquepuis;49.090734039;1.04630818
St Aubin D Ecrosville;49.142770028;0.986693096
Les Barils;48.725127291;0.81756273
Treis Sants En Ouche;49.059907621;0.62630643
Les Baux Ste Croix;48.967492332;1.1071538
Ste Colombe La Commanderie;49.107530676;0.935501622
Mesnil En Ouche;48.984169237;0.663553111
St Denis Le Ferment;49.322389877;1.718071161
Mesnil En Ouche;48.984169237;0.663553111
St Eloi De Fourques;49.235709142;0.803426269
Mesnil En Ouche;48.984169237;0.663553111
St Germain Sur Avre;48.773092321;1.262333311
Mesnil En Ouche;48.984169237;0.663553111
St Jean Du Thenney;49.014752215;0.458349036
Mesnil En Ouche;48.984169237;0.663553111
La Chapelle Longueville;49.111491791;1.436306231
Mesnil En Ouche;48.984169237;0.663553111
La Chapelle Longueville;49.111491791;1.436306231
Mesnil En Ouche;48.984169237;0.663553111
St Leger De Rotes;49.11234885;0.661706919
Bernouville;49.28957602;1.673827446
St Leger Du Gennetey;49.282525822;0.75163284
Les Monts Du Roumois;49.27651548;0.835570424
St Maclou;49.362111455;0.413513408
Frenelles En Vexin;49.2889141;1.454549128
Ste Marie De Vatimesnil;49.271729834;1.580921507
Boisset Les Prevanches;48.96661683;1.332655086
Ste Marthe;48.957015417;0.88096891
Boissey Le Chatel;49.27257775;0.7823206530000001
St Martin Du Tilleul;49.106486553;0.5261915890000001
Bosgouet;49.354357114;0.8464102560000001
Ste Opportune Du Bosc;49.168185935;0.840541325
Bouafles;49.201132591;1.385320321
Ste Opportune La Mare;49.424410094;0.534814675
Bouchevilliers;49.398797928;1.711796034
St Pierre De Cormeilles;49.238488743;0.364689494
Bourg Beaudouin;49.383670495;1.30491656
St Pierre Des Ifs;49.266076642;0.608177586
Brestot;49.342495774;0.67980179
St Samson De La Roque;49.42572288;0.424990429
Calleville;49.19014025;0.755731192
Sancourt;49.35294143;1.676682153
Caorches St Nicolas;49.078508487;0.5475071370000001
Serez;48.9331804;1.357718692
Caorches St Nicolas;49.078508487;0.5475071370000001
Le Thuit De L Oison;49.260933216;0.941135608
Cesseville;49.179546264;0.976804514
Tillieres Sur Avre;48.761045349;1.028163981
Chaise Dieu Du Theil;48.75605882;0.770674246
La Trinite;48.987019866;1.236294333
La Chapelle Bayvel;49.281065099;0.406610748
La Trinite De Reville;48.966918117;0.510878178
La Chapelle Gauthier;48.984559553;0.464488801
Le Val David;48.979620051;1.262206921
Chauvincourt Provemont;49.281000867;1.645251482
Vascoeuil;49.445820024;1.385737641
Combon;49.095598041;0.885003485
Le Vieil Evreux;49.003444075;1.212958736
Corneville Sur Risle;49.340996077;0.5972693440000001
Villettes;49.154505976;1.046017054
Courcelles Sur Seine;49.185134915;1.365605778
Sylvains Les Moulins;48.905431432;1.098740558
La Couture Boussey;48.902108135;1.396393808
Villez Sous Bailleul;49.108111951;1.365299382
Criquebeuf La Campagne;49.198377173;0.998138847
Criquebeuf Sur Seine;49.293262243;1.10101958
Clef Vallee D Eure;49.117200061;1.249941639
Clef Vallee D Eure;49.117200061;1.249941639
Cuverville;49.282807759;1.370806941
Les Damps;49.294188219;1.171783621
Dardez;49.083732801;1.207260601
Ecaquelon;49.289330725;0.716885917
Vexin Sur Epte;49.180317892;1.58166927
Vexin Sur Epte;49.180317892;1.58166927
Vexin Sur Epte;49.180317892;1.58166927
Emalleville;49.10140184;1.157721595
Epieds;48.934681883;1.395802004
Farceaux;49.291990175;1.528300737
Freneuse Sur Risle;49.246128741;0.671444327
Fresne Cauverville;49.201316891;0.46839906
Gadencourt;48.984641314;1.404099536
Gauville La Campagne;49.049703108;1.082785634
Graveron Semerville;49.095226713;0.966170401
Guerny;49.225023885;1.680057315
Guichainville;48.980384502;1.178673627
L Habit;48.875159624;1.347761182
Hacqueville;49.282077407;1.557630636
